sorghum3	maize1_v4
Sobic.002G120200	Zm00001d019525
Sobic.002G120300	Zm00001d019527
Sobic.002G120400	Zm00001d019527
Sobic.002G121000	Zm00001d019531
Sobic.002G121100	Zm00001d019534
Sobic.002G121300	Zm00001d019534
Sobic.002G121600	Zm00001d019536
Sobic.002G121800	Zm00001d019537
Sobic.002G121900	Zm00001d019538
Sobic.002G122000	Zm00001d019541
Sobic.002G122400	Zm00001d019545
Sobic.002G122500	Zm00001d019546
Sobic.002G122600	Zm00001d019547
Sobic.002G122700	Zm00001d019550
Sobic.002G122800	Zm00001d019550
Sobic.002G122900	Zm00001d019551
Sobic.002G123100	Zm00001d019552
Sobic.002G123200	Zm00001d019553
Sobic.002G123300	Zm00001d019554
Sobic.002G123400	Zm00001d019555
Sobic.002G124400	Zm00001d019560
Sobic.002G124500	Zm00001d019560
Sobic.002G124600	Zm00001d019561
Sobic.002G124700	Zm00001d019563
Sobic.002G125000	Zm00001d019565
Sobic.002G125200	Zm00001d019565
Sobic.002G125300	Zm00001d019565
Sobic.002G125500	Zm00001d019565
Sobic.002G125700	Zm00001d019565
Sobic.002G125800	Zm00001d019568
Sobic.002G125900	Zm00001d019576
Sobic.002G126200	Zm00001d019577
Sobic.002G127100	Zm00001d019579
Sobic.002G127200	Zm00001d019582
Sobic.002G127400	Zm00001d019586
Sobic.002G127550	Zm00001d019587
Sobic.002G127700	Zm00001d019588
Sobic.002G127800	Zm00001d019589
Sobic.002G127900	Zm00001d019591
Sobic.002G128000	Zm00001d019593
Sobic.002G128200	Zm00001d019595
Sobic.002G128700	Zm00001d019596
Sobic.002G128800	Zm00001d019597
Sobic.002G128900	Zm00001d019599
Sobic.002G129000	Zm00001d019600
Sobic.002G129400	Zm00001d019627
Sobic.002G129800	Zm00001d019628
Sobic.002G130000	Zm00001d019629
Sobic.002G130800	Zm00001d019631
Sobic.002G130900	Zm00001d019637
Sobic.002G131100	Zm00001d019641
Sobic.002G131300	Zm00001d019643
Sobic.002G131500	Zm00001d019644
Sobic.002G131600	Zm00001d019645
Sobic.002G131700	Zm00001d019648
Sobic.002G131900	Zm00001d019650
Sobic.002G132300	Zm00001d019656
Sobic.002G143200	Zm00001d019670
Sobic.002G143000	Zm00001d019671
Sobic.002G143900	Zm00001d019677
Sobic.002G144275	Zm00001d019688
Sobic.002G144800	Zm00001d019696
Sobic.002G145300	Zm00001d019697
Sobic.002G142600	Zm00001d019699
Sobic.002G142500	Zm00001d019700
Sobic.002G142200	Zm00001d019701
Sobic.002G141900	Zm00001d019703
Sobic.002G141800	Zm00001d019704
Sobic.002G141700	Zm00001d019706
Sobic.002G141300	Zm00001d019712
Sobic.002G141000	Zm00001d019718
Sobic.002G140800	Zm00001d019719
Sobic.002G140700	Zm00001d019721
Sobic.002G140300	Zm00001d019725
Sobic.002G140400	Zm00001d019725
Sobic.002G140100	Zm00001d019727
Sobic.002G140200	Zm00001d019727
Sobic.002G139600	Zm00001d019733
Sobic.002G139400	Zm00001d019734
Sobic.002G139300	Zm00001d019744
Sobic.002G138700	Zm00001d019750
Sobic.002G138500	Zm00001d019752
Sobic.002G138400	Zm00001d019753
Sobic.002G137300	Zm00001d019754
Sobic.002G136200	Zm00001d019757
Sobic.002G135800	Zm00001d019758
Sobic.002G138100	Zm00001d019759
Sobic.002G138200	Zm00001d019763
Sobic.002G138300	Zm00001d019764
Sobic.002G137400	Zm00001d019765
Sobic.002G136400	Zm00001d019775
Sobic.002G134250	Zm00001d019789
Sobic.002G134100	Zm00001d019850
Sobic.002G133300	Zm00001d019856
Sobic.002G135100	Zm00001d019865
Sobic.002G135000	Zm00001d019866
Sobic.002G134600	Zm00001d019875
Sobic.002G148400	Zm00001d019907
Sobic.002G146300	Zm00001d019920
Sobic.002G148900	Zm00001d019934
Sobic.002G148700	Zm00001d019936
Sobic.002G147100	Zm00001d019947
Sobic.002G158800	Zm00001d019956
Sobic.002G158900	Zm00001d019957
Sobic.002G157400	Zm00001d019966
Sobic.002G158300	Zm00001d019966
Sobic.002G158500	Zm00001d019966
Sobic.002G157000	Zm00001d019968
Sobic.002G155900	Zm00001d019976
Sobic.002G156000	Zm00001d019978
Sobic.002G156100	Zm00001d019980
Sobic.002G155500	Zm00001d019981
Sobic.002G155400	Zm00001d019983
Sobic.002G156700	Zm00001d019985
Sobic.002G155200	Zm00001d019987
Sobic.002G155100	Zm00001d019988
Sobic.002G155000	Zm00001d019989
Sobic.002G154800	Zm00001d019993
Sobic.002G154600	Zm00001d019994
Sobic.002G154400	Zm00001d020001
Sobic.002G154551	Zm00001d020001
Sobic.002G159100	Zm00001d020002
Sobic.002G159500	Zm00001d020003
Sobic.002G159900	Zm00001d020004
Sobic.002G156750	Zm00001d020006
Sobic.002G160300	Zm00001d020006
Sobic.002G160600	Zm00001d020008
Sobic.002G160700	Zm00001d020011
Sobic.002G160800	Zm00001d020013
Sobic.002G161000	Zm00001d020014
Sobic.002G161200	Zm00001d020017
Sobic.002G161400	Zm00001d020018
Sobic.002G161700	Zm00001d020019
Sobic.002G161800	Zm00001d020020
Sobic.002G162300	Zm00001d020021
Sobic.002G162400	Zm00001d020023
Sobic.002G162701	Zm00001d020025
Sobic.002G162800	Zm00001d020025
Sobic.002G163100	Zm00001d020028
Sobic.002G163301	Zm00001d020028
Sobic.002G163500	Zm00001d020028
Sobic.002G163700	Zm00001d020030
Sobic.002G164400	Zm00001d020032
Sobic.002G164300	Zm00001d020036
Sobic.002G164700	Zm00001d020037
Sobic.002G164800	Zm00001d020038
Sobic.002G165140	Zm00001d020040
Sobic.002G165600	Zm00001d020043
Sobic.002G165700	Zm00001d020043
Sobic.002G165800	Zm00001d020046
Sobic.002G166300	Zm00001d020051
Sobic.002G166400	Zm00001d020052
Sobic.002G166500	Zm00001d020053
Sobic.002G166600	Zm00001d020054
Sobic.002G166700	Zm00001d020054
Sobic.002G166800	Zm00001d020055
Sobic.002G167000	Zm00001d020057
Sobic.002G167400	Zm00001d020062
Sobic.002G167500	Zm00001d020063
Sobic.002G167600	Zm00001d020064
Sobic.002G168700	Zm00001d020069
Sobic.002G168750	Zm00001d020069
Sobic.002G168800	Zm00001d020069
Sobic.002G169300	Zm00001d020071
Sobic.002G169900	Zm00001d020086
Sobic.002G170100	Zm00001d020093
Sobic.002G170200	Zm00001d020097
Sobic.002G172000	Zm00001d020100
Sobic.002G172100	Zm00001d020101
Sobic.002G172200	Zm00001d020101
Sobic.002G172500	Zm00001d020103
Sobic.002G172700	Zm00001d020108
Sobic.002G172800	Zm00001d020109
Sobic.002G173000	Zm00001d020112
Sobic.002G173100	Zm00001d020117
Sobic.002G173300	Zm00001d020122
Sobic.002G173400	Zm00001d020129
Sobic.002G173800	Zm00001d020133
Sobic.002G174000	Zm00001d020134
Sobic.002G174200	Zm00001d020136
Sobic.002G174300	Zm00001d020137
Sobic.002G174801	Zm00001d020138
Sobic.002G175550	Zm00001d020138
Sobic.002G174900	Zm00001d020139
Sobic.002G175400	Zm00001d020147
Sobic.002G176000	Zm00001d020170
Sobic.002G176100	Zm00001d020170
Sobic.002G176200	Zm00001d020170
Sobic.002G176500	Zm00001d020172
Sobic.002G176700	Zm00001d020172
Sobic.002G176900	Zm00001d020175
Sobic.002G177000	Zm00001d020175
Sobic.002G177100	Zm00001d020176
Sobic.002G177300	Zm00001d020177
Sobic.002G177400	Zm00001d020178
Sobic.002G177500	Zm00001d020180
Sobic.002G177700	Zm00001d020182
Sobic.002G177600	Zm00001d020183
Sobic.002G177800	Zm00001d020185
Sobic.002G178000	Zm00001d020185
Sobic.002G178101	Zm00001d020185
Sobic.002G178900	Zm00001d020187
Sobic.002G179000	Zm00001d020188
Sobic.002G179100	Zm00001d020193
Sobic.002G179150	Zm00001d020195
Sobic.002G179200	Zm00001d020198
Sobic.002G179300	Zm00001d020201
Sobic.002G179400	Zm00001d020204
Sobic.002G179500	Zm00001d020205
Sobic.002G179700	Zm00001d020206
Sobic.002G179900	Zm00001d020208
Sobic.002G180000	Zm00001d020213
Sobic.002G180200	Zm00001d020214
Sobic.002G180300	Zm00001d020219
Sobic.002G180400	Zm00001d020220
Sobic.002G180600	Zm00001d020224
Sobic.002G180800	Zm00001d020225
Sobic.002G180900	Zm00001d020228
Sobic.002G181000	Zm00001d020230
Sobic.002G181300	Zm00001d020233
Sobic.002G181400	Zm00001d020234
Sobic.002G181600	Zm00001d020236
Sobic.002G181700	Zm00001d020237
Sobic.002G181800	Zm00001d020238
Sobic.002G182000	Zm00001d020242
Sobic.002G182800	Zm00001d020250
Sobic.002G182900	Zm00001d020250
Sobic.002G183100	Zm00001d020251
Sobic.002G183200	Zm00001d020251
Sobic.002G183300	Zm00001d020256
Sobic.002G183400	Zm00001d020257
Sobic.002G183600	Zm00001d020260
Sobic.002G183700	Zm00001d020260
Sobic.002G183800	Zm00001d020261
Sobic.002G183900	Zm00001d020264
Sobic.002G184100	Zm00001d020265
Sobic.002G184200	Zm00001d020265
Sobic.002G184300	Zm00001d020266
Sobic.002G184400	Zm00001d020267
Sobic.002G184700	Zm00001d020268
Sobic.002G184450	Zm00001d020272
Sobic.002G184600	Zm00001d020272
Sobic.002G184800	Zm00001d020273
Sobic.002G184900	Zm00001d020274
Sobic.002G185200	Zm00001d020275
Sobic.002G185300	Zm00001d020277
Sobic.002G185400	Zm00001d020279
Sobic.002G185500	Zm00001d020280
Sobic.002G185600	Zm00001d020281
Sobic.002G185800	Zm00001d020282
Sobic.002G186000	Zm00001d020283
Sobic.002G185900	Zm00001d020292
Sobic.002G186200	Zm00001d020296
Sobic.002G186300	Zm00001d020297
Sobic.002G186400	Zm00001d020303
Sobic.002G186600	Zm00001d020306
Sobic.002G186800	Zm00001d020307
Sobic.002G186900	Zm00001d020309
Sobic.002G187500	Zm00001d020311
Sobic.002G187600	Zm00001d020312
Sobic.002G187700	Zm00001d020315
Sobic.002G187900	Zm00001d020317
Sobic.002G188000	Zm00001d020322
Sobic.002G188200	Zm00001d020323
Sobic.002G188600	Zm00001d020325
Sobic.002G188700	Zm00001d020332
Sobic.002G188900	Zm00001d020337
Sobic.002G189100	Zm00001d020339
Sobic.002G189300	Zm00001d020340
Sobic.002G189400	Zm00001d020343
Sobic.002G189600	Zm00001d020344
Sobic.002G189700	Zm00001d020345
Sobic.002G189800	Zm00001d020346
Sobic.002G189900	Zm00001d020348
Sobic.002G190500	Zm00001d020351
Sobic.002G190700	Zm00001d020353
Sobic.002G190900	Zm00001d020354
Sobic.002G191000	Zm00001d020355
Sobic.002G191100	Zm00001d020357
Sobic.002G192101	Zm00001d020358
Sobic.002G192200	Zm00001d020359
Sobic.002G192500	Zm00001d020361
Sobic.002G192700	Zm00001d020362
Sobic.002G192900	Zm00001d020363
Sobic.002G193000	Zm00001d020364
Sobic.002G193100	Zm00001d020365
Sobic.002G193300	Zm00001d020367
Sobic.002G193600	Zm00001d020371
Sobic.002G193800	Zm00001d020374
Sobic.002G193900	Zm00001d020378
Sobic.002G194000	Zm00001d020380
Sobic.002G194100	Zm00001d020381
Sobic.002G194400	Zm00001d020384
Sobic.002G194500	Zm00001d020392
Sobic.002G194600	Zm00001d020395
Sobic.002G194700	Zm00001d020396
Sobic.002G194800	Zm00001d020399
Sobic.002G195400	Zm00001d020400
Sobic.002G195600	Zm00001d020400
Sobic.002G195700	Zm00001d020400
Sobic.002G195500	Zm00001d020401
Sobic.002G195800	Zm00001d020403
Sobic.002G196000	Zm00001d020405
Sobic.002G196100	Zm00001d020408
Sobic.002G196200	Zm00001d020409
Sobic.002G196350	Zm00001d020411
Sobic.002G196500	Zm00001d020412
Sobic.002G196600	Zm00001d020414
Sobic.002G196800	Zm00001d020416
Sobic.002G196900	Zm00001d020417
Sobic.002G197000	Zm00001d020418
Sobic.002G197100	Zm00001d020419
Sobic.002G197200	Zm00001d020420
Sobic.002G197300	Zm00001d020424
Sobic.002G197400	Zm00001d020425
Sobic.002G197500	Zm00001d020426
Sobic.002G197600	Zm00001d020429
Sobic.002G197700	Zm00001d020430
Sobic.002G197800	Zm00001d020430
Sobic.002G198300	Zm00001d020431
Sobic.002G198200	Zm00001d020432
Sobic.002G198400	Zm00001d020433
Sobic.002G198600	Zm00001d020434
Sobic.002G198801	Zm00001d020435
Sobic.002G198900	Zm00001d020436
Sobic.002G199000	Zm00001d020437
Sobic.002G199100	Zm00001d020438
Sobic.002G199400	Zm00001d020441
Sobic.002G199650	Zm00001d020442
Sobic.002G199900	Zm00001d020443
Sobic.002G200100	Zm00001d020444
Sobic.002G200200	Zm00001d020445
Sobic.002G200300	Zm00001d020446
Sobic.002G200500	Zm00001d020448
Sobic.002G200600	Zm00001d020450
Sobic.002G200700	Zm00001d020454
Sobic.002G201000	Zm00001d020457
Sobic.002G201100	Zm00001d020459
Sobic.002G201400	Zm00001d020460
Sobic.002G201600	Zm00001d020461
Sobic.002G201900	Zm00001d020463
Sobic.002G202100	Zm00001d020470
Sobic.002G202000	Zm00001d020476
Sobic.002G202300	Zm00001d020485
Sobic.002G202400	Zm00001d020486
Sobic.002G202500	Zm00001d020487
Sobic.002G202600	Zm00001d020490
Sobic.002G202700	Zm00001d020492
Sobic.002G202800	Zm00001d020495
Sobic.002G203000	Zm00001d020496
Sobic.002G203100	Zm00001d020497
Sobic.002G203300	Zm00001d020500
Sobic.002G203500	Zm00001d020501
Sobic.002G203600	Zm00001d020502
Sobic.002G203700	Zm00001d020503
Sobic.002G203900	Zm00001d020505
Sobic.002G204000	Zm00001d020506
Sobic.002G204200	Zm00001d020511
Sobic.002G204300	Zm00001d020512
Sobic.002G204400	Zm00001d020515
Sobic.002G204600	Zm00001d020519
Sobic.002G204700	Zm00001d020521
Sobic.002G204800	Zm00001d020521
Sobic.002G204900	Zm00001d020524
Sobic.002G205000	Zm00001d020526
Sobic.002G205100	Zm00001d020528
Sobic.002G205300	Zm00001d020530
Sobic.002G205500	Zm00001d020531
Sobic.002G205600	Zm00001d020532
Sobic.002G205900	Zm00001d020533
Sobic.002G206000	Zm00001d020535
Sobic.002G206100	Zm00001d020536
Sobic.002G206200	Zm00001d020537
Sobic.002G206300	Zm00001d020538
Sobic.002G206400	Zm00001d020540
Sobic.002G206500	Zm00001d020541
Sobic.002G206700	Zm00001d020543
Sobic.002G206750	Zm00001d020544
Sobic.002G206800	Zm00001d020549
Sobic.002G207000	Zm00001d020550
Sobic.002G207200	Zm00001d020551
Sobic.002G207300	Zm00001d020552
Sobic.002G207400	Zm00001d020555
Sobic.002G207500	Zm00001d020556
Sobic.002G207700	Zm00001d020556
Sobic.002G207900	Zm00001d020557
Sobic.002G208000	Zm00001d020558
Sobic.002G208200	Zm00001d020560
Sobic.002G208400	Zm00001d020561
Sobic.002G208900	Zm00001d020563
Sobic.002G209200	Zm00001d020568
Sobic.002G209300	Zm00001d020569
Sobic.002G209400	Zm00001d020571
Sobic.002G209800	Zm00001d020573
Sobic.002G209900	Zm00001d020577
Sobic.002G210100	Zm00001d020578
Sobic.002G210200	Zm00001d020580
Sobic.002G210300	Zm00001d020583
Sobic.002G210401	Zm00001d020583
Sobic.002G210500	Zm00001d020584
Sobic.002G210700	Zm00001d020586
Sobic.002G211000	Zm00001d020589
Sobic.002G211300	Zm00001d020590
Sobic.002G211501	Zm00001d020591
Sobic.002G211700	Zm00001d020592
Sobic.002G211800	Zm00001d020593
Sobic.002G212000	Zm00001d020595
Sobic.002G213300	Zm00001d020602
Sobic.002G213400	Zm00001d020603
Sobic.002G213500	Zm00001d020605
Sobic.002G213600	Zm00001d020606
Sobic.002G213800	Zm00001d020607
Sobic.002G214200	Zm00001d020609
Sobic.002G214300	Zm00001d020610
Sobic.002G214400	Zm00001d020612
Sobic.002G214500	Zm00001d020613
Sobic.002G214800	Zm00001d020614
Sobic.002G214900	Zm00001d020615
Sobic.002G215100	Zm00001d020617
Sobic.002G215200	Zm00001d020618
Sobic.002G215300	Zm00001d020620
Sobic.002G215600	Zm00001d020622
Sobic.002G215800	Zm00001d020623
Sobic.002G215866	Zm00001d020626
Sobic.002G216000	Zm00001d020627
Sobic.002G216100	Zm00001d020628
Sobic.002G216200	Zm00001d020628
Sobic.002G216400	Zm00001d020628
Sobic.002G216500	Zm00001d020628
Sobic.002G216600	Zm00001d020629
Sobic.002G217100	Zm00001d020631
Sobic.002G217200	Zm00001d020636
Sobic.002G217300	Zm00001d020638
Sobic.002G217400	Zm00001d020639
Sobic.002G217600	Zm00001d020640
Sobic.002G217700	Zm00001d020643
Sobic.002G218000	Zm00001d020644
Sobic.002G218300	Zm00001d020646
Sobic.002G218500	Zm00001d020647
Sobic.002G218600	Zm00001d020650
Sobic.002G218900	Zm00001d020651
Sobic.002G219000	Zm00001d020652
Sobic.002G219200	Zm00001d020652
Sobic.002G219300	Zm00001d020653
Sobic.002G219400	Zm00001d020655
Sobic.002G219500	Zm00001d020656
Sobic.002G219600	Zm00001d020657
Sobic.002G219700	Zm00001d020658
Sobic.002G219800	Zm00001d020659
Sobic.002G219900	Zm00001d020664
Sobic.002G220200	Zm00001d020669
Sobic.002G220300	Zm00001d020670
Sobic.002G220500	Zm00001d020673
Sobic.002G220600	Zm00001d020674
Sobic.002G220700	Zm00001d020675
Sobic.002G220900	Zm00001d020679
Sobic.002G221000	Zm00001d020680
Sobic.002G221100	Zm00001d020681
Sobic.002G221400	Zm00001d020683
Sobic.002G221600	Zm00001d020684
Sobic.002G221700	Zm00001d020685
Sobic.002G221900	Zm00001d020686
Sobic.002G222200	Zm00001d020687
Sobic.002G222300	Zm00001d020688
Sobic.002G222500	Zm00001d020691
Sobic.002G222800	Zm00001d020692
Sobic.002G223200	Zm00001d020694
Sobic.002G223300	Zm00001d020695
Sobic.002G223500	Zm00001d020696
Sobic.002G223600	Zm00001d020697
Sobic.002G224100	Zm00001d020702
Sobic.002G224400	Zm00001d020703
Sobic.002G224200	Zm00001d020704
Sobic.002G224500	Zm00001d020705
Sobic.002G224700	Zm00001d020706
Sobic.002G224800	Zm00001d020707
Sobic.002G225000	Zm00001d020708
Sobic.002G225100	Zm00001d020711
Sobic.002G225200	Zm00001d020713
Sobic.002G225300	Zm00001d020714
Sobic.002G225400	Zm00001d020717
Sobic.002G225800	Zm00001d020719
Sobic.002G225900	Zm00001d020721
Sobic.002G226300	Zm00001d020722
Sobic.002G226500	Zm00001d020723
Sobic.002G226700	Zm00001d020725
Sobic.002G226800	Zm00001d020726
Sobic.002G226900	Zm00001d020727
Sobic.002G227000	Zm00001d020728
Sobic.002G227300	Zm00001d020731
Sobic.002G227700	Zm00001d020732
Sobic.002G227800	Zm00001d020732
Sobic.002G227900	Zm00001d020736
Sobic.002G228000	Zm00001d020737
Sobic.002G224900	Zm00001d020740
Sobic.002G228100	Zm00001d020740
Sobic.002G228400	Zm00001d020741
Sobic.002G228600	Zm00001d020744
Sobic.002G228800	Zm00001d020746
Sobic.002G228900	Zm00001d020748
Sobic.002G229000	Zm00001d020750
Sobic.002G229100	Zm00001d020751
Sobic.002G229300	Zm00001d020752
Sobic.002G229400	Zm00001d020754
Sobic.002G229700	Zm00001d020755
Sobic.002G229800	Zm00001d020757
Sobic.002G229900	Zm00001d020762
Sobic.002G230000	Zm00001d020763
Sobic.002G230100	Zm00001d020764
Sobic.002G230301	Zm00001d020768
Sobic.002G230400	Zm00001d020769
Sobic.002G230500	Zm00001d020770
Sobic.002G230600	Zm00001d020771
Sobic.002G230900	Zm00001d020772
Sobic.002G231000	Zm00001d020773
Sobic.002G231100	Zm00001d020774
Sobic.002G231200	Zm00001d020775
Sobic.002G231300	Zm00001d020776
Sobic.002G231500	Zm00001d020779
Sobic.002G231600	Zm00001d020780
Sobic.002G231800	Zm00001d020781
Sobic.002G231900	Zm00001d020781
Sobic.002G232100	Zm00001d020781
Sobic.002G232300	Zm00001d020782
Sobic.002G232400	Zm00001d020783
Sobic.002G232700	Zm00001d020787
Sobic.002G232800	Zm00001d020789
Sobic.002G232900	Zm00001d020790
Sobic.002G233000	Zm00001d020791
Sobic.002G233300	Zm00001d020793
Sobic.002G233200	Zm00001d020794
Sobic.002G233400	Zm00001d020794
Sobic.002G233500	Zm00001d020794
Sobic.002G233600	Zm00001d020799
Sobic.002G233700	Zm00001d020803
Sobic.002G233800	Zm00001d020804
Sobic.002G233900	Zm00001d020807
Sobic.002G234200	Zm00001d020808
Sobic.002G234300	Zm00001d020810
Sobic.002G234400	Zm00001d020811
Sobic.002G235000	Zm00001d020820
Sobic.002G235200	Zm00001d020821
Sobic.002G235500	Zm00001d020823
Sobic.002G235600	Zm00001d020825
Sobic.002G235700	Zm00001d020826
Sobic.002G235900	Zm00001d020828
Sobic.002G236500	Zm00001d020835
Sobic.002G236600	Zm00001d020837
Sobic.002G236700	Zm00001d020838
Sobic.002G236800	Zm00001d020839
Sobic.002G237000	Zm00001d020840
Sobic.002G237100	Zm00001d020843
Sobic.002G237200	Zm00001d020845
Sobic.002G237400	Zm00001d020845
Sobic.002G237500	Zm00001d020850
Sobic.002G237700	Zm00001d020851
Sobic.002G237900	Zm00001d020852
Sobic.002G238300	Zm00001d020852
Sobic.002G238000	Zm00001d020853
Sobic.002G238100	Zm00001d020857
Sobic.002G238200	Zm00001d020857
Sobic.002G238500	Zm00001d020858
Sobic.002G239200	Zm00001d020861
Sobic.002G239700	Zm00001d020862
Sobic.002G239900	Zm00001d020863
Sobic.002G240000	Zm00001d020863
Sobic.002G240200	Zm00001d020863
Sobic.002G240300	Zm00001d020863
Sobic.002G240100	Zm00001d020864
Sobic.002G240700	Zm00001d020867
Sobic.002G240800	Zm00001d020869
Sobic.002G240900	Zm00001d020870
Sobic.002G241000	Zm00001d020871
Sobic.002G241400	Zm00001d020872
Sobic.002G241500	Zm00001d020874
Sobic.002G241900	Zm00001d020876
Sobic.002G242000	Zm00001d020877
Sobic.002G242100	Zm00001d020878
Sobic.002G242200	Zm00001d020879
Sobic.002G242500	Zm00001d020881
Sobic.002G242800	Zm00001d020882
Sobic.002G242900	Zm00001d020886
Sobic.002G243000	Zm00001d020887
Sobic.002G243100	Zm00001d020888
Sobic.002G243400	Zm00001d020892
Sobic.002G243200	Zm00001d020898
Sobic.002G243500	Zm00001d020898
Sobic.002G243650	Zm00001d020900
Sobic.002G243800	Zm00001d020901
Sobic.002G244100	Zm00001d020902
Sobic.002G244300	Zm00001d020903
Sobic.002G244500	Zm00001d020908
Sobic.002G244700	Zm00001d020909
Sobic.002G245000	Zm00001d020913
Sobic.002G245100	Zm00001d020915
Sobic.002G245300	Zm00001d020921
Sobic.002G245400	Zm00001d020921
Sobic.002G245500	Zm00001d020923
Sobic.002G245700	Zm00001d020925
Sobic.002G245800	Zm00001d020926
Sobic.002G245900	Zm00001d020927
Sobic.002G246000	Zm00001d020929
Sobic.002G246200	Zm00001d020930
Sobic.002G246400	Zm00001d020931
Sobic.002G246600	Zm00001d020932
Sobic.002G246700	Zm00001d020935
Sobic.002G247000	Zm00001d020936
Sobic.002G247100	Zm00001d020937
Sobic.002G247300	Zm00001d020938
Sobic.002G247500	Zm00001d020939
Sobic.002G247700	Zm00001d020940
Sobic.002G247800	Zm00001d020941
Sobic.002G248300	Zm00001d020944
Sobic.002G248400	Zm00001d020946
Sobic.002G248600	Zm00001d020947
Sobic.002G248700	Zm00001d020948
Sobic.002G248800	Zm00001d020949
Sobic.002G248900	Zm00001d020950
Sobic.002G249000	Zm00001d020951
Sobic.002G249200	Zm00001d020953
Sobic.002G249300	Zm00001d020953
Sobic.002G249400	Zm00001d020953
Sobic.002G249500	Zm00001d020954
Sobic.002G249600	Zm00001d020955
Sobic.002G249700	Zm00001d020955
Sobic.002G249800	Zm00001d020956
Sobic.002G249900	Zm00001d020958
Sobic.002G250000	Zm00001d020961
